광역시도명,시군구명,날짜,평균습도,총강수량,평균기온,평균풍속,한식_배달건수,분식_배달건수,카페/디저트_배달건수,돈까스/일식_배달건수,회_배달건수,치킨_배달건수,피자_배달건수,아시안/양식_배달건수,중식_배달건수,족발/보쌈_배달건수,야식_배달건수,찜탕_배달건수,도시락_배달건수,패스트푸드_배달건수
강원도,강릉시,2020-01-16,43.5,0.0,0.75,3.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-17,88.33333333333333,0.0,2.033333333333333,1.2000000000000002,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-18,47.0,0.0,3.2599999999999993,3.4800000000000004,0,0,8,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-19,49.875,0.0,2.8,3.3499999999999996,0,0,11,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-20,44.0,0.0,1.3599999999999999,1.64,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-21,22.333333333333332,0.0,6.0,2.1333333333333333,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-22,54.5,0.0,4.050000000000001,2.95,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-23,52.2,0.0,5.74,2.18,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-24,93.66666666666667,0.2,3.966666666666667,0.65,0,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-25,81.4,0.0,4.88,1.5,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-26,64.33333333333333,0.0,5.883333333333333,1.8499999999999999,1,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-27,84.8,3.5999999999999996,6.220000000000001,3.2400000000000007,0,0,12,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-28,75.0,0.0,5.65,2.525,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-29,61.0,0.0,5.7,2.2333333333333334,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-30,95.33333333333333,0.7,1.5,1.1666666666666667,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-01-31,81.4,0.0,1.8800000000000001,1.72,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-01,56.8,0.0,2.8,2.06,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-04,33.75,0.0,-0.475,2.925,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-05,33.0,0.0,-4.550000000000001,2.3499999999999996,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-06,65.42857142857143,0.0,-2.042857142857143,1.7714285714285711,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-07,48.5,0.0,1.3,3.916666666666666,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-08,84.5,1.6,-0.275,1.7625,0,0,11,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-09,46.77777777777778,0.0,2.588888888888889,3.9000000000000004,0,0,15,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-10,60.75,0.0,1.85,2.05,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-11,39.0,0.0,8.4,1.7000000000000002,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-12,93.4,0.0,8.040000000000001,1.0799999999999998,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-13,54.0,0.0,9.233333333333333,3.266666666666667,0,0,11,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-14,74.75,0.0,10.100000000000001,1.025,0,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-15,84.28571428571429,3.5999999999999996,6.5,3.314285714285714,0,0,15,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-16,49.44444444444444,0.0,-0.9444444444444444,5.966666666666667,0,0,27,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-17,49.25,0.0,-4.2,4.949999999999999,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-18,37.5,0.0,1.633333333333333,4.4,0,0,12,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-19,49.285714285714285,0.0,4.328571428571428,1.8428571428571427,0,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-20,52.5,0.0,5.266666666666667,2.1166666666666667,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-21,49.333333333333336,0.0,7.599999999999999,0.7999999999999999,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-22,39.8,0.0,3.04,3.2600000000000002,0,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-23,29.25,0.0,7.012499999999999,5.050000000000001,0,0,11,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-24,23.0,0.0,12.15,2.15,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-26,96.6,0.9999999999999999,2.12,1.44,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-28,65.0,0.0,7.65,2.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-02-29,78.0,0.0,5.0,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-01,75.25,0.0,7.975,2.475,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-02,82.0,0.0,3.45,1.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-03,74.0,0.0,7.4,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-04,43.0,0.0,2.9,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-05,67.0,0.0,1.15,0.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-06,45.0,0.0,5.7,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-07,73.0,0.0,5.233333333333333,1.2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-08,81.0,0.0,6.58,0.9800000000000001,0,0,8,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-09,85.75,0.0,10.55,0.85,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-10,93.66666666666667,0.1,6.266666666666667,1.4666666666666668,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-11,36.5,0.0,5.75,4.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-12,35.2,0.0,11.100000000000001,3.46,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-13,62.666666666666664,0.0,1.5999999999999999,3.033333333333333,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-14,46.666666666666664,0.0,6.216666666666668,2.2499999999999996,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-15,92.2,4.8,0.8799999999999999,2.8400000000000003,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-16,35.0,0.0,7.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-17,76.0,0.0,8.1,2.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-18,26.25,0.0,15.95,4.275,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-19,34.0,0.0,7.966666666666666,4.833333333333333,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-20,23.6,0.0,11.98,3.4,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-21,85.25,3.4,11.625,1.4749999999999999,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-22,69.66666666666667,0.0,6.016666666666666,2.1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-23,58.333333333333336,0.0,6.133333333333333,1.633333333333333,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-24,83.0,0.0,4.6,1.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-25,73.5,0.0,12.4,0.65,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-26,65.5,0.0,17.45,1.4500000000000002,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-27,93.0,0.0,6.65,1.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-28,55.0,0.0,5.3,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-29,74.75,0.0,6.6,1.425,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-30,75.0,0.0,7.1,1.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-03-31,71.0,0.0,12.1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-01,88.66666666666667,1.7,5.033333333333333,2.6,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-02,29.666666666666668,0.0,13.766666666666666,2.466666666666667,0,0,11,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-03,26.5,0.0,13.950000000000001,4.075,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-04,52.125,0.0,4.0,2.475,0,0,16,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-05,48.6,0.0,6.260000000000001,2.06,0,0,12,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-06,36.5,0.0,12.475000000000001,2.675,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-07,79.33333333333333,0.0,10.533333333333333,2.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-08,61.75,0.0,5.3999999999999995,1.7,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-09,74.5,0.0,7.300000000000001,1.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-10,66.25,0.0,7.75,0.925,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-11,57.57142857142857,0.0,9.242857142857142,1.957142857142857,0,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-12,65.14285714285714,0.0,7.328571428571428,2.642857142857143,0,0,13,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-13,34.7,0.0,9.459999999999999,3.2399999999999998,0,0,18,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-14,25.666666666666668,0.0,16.783333333333335,3.6166666666666667,0,0,8,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-15,79.0,0.0,9.666666666666666,1.2333333333333334,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-16,78.66666666666667,0.0,9.316666666666666,1.6166666666666665,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-17,72.0,0.0,10.2,2.2,0,0,11,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-18,84.66666666666667,0.0,8.833333333333334,1.9666666666666668,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-19,94.33333333333333,8.5,9.233333333333334,2.6333333333333333,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-20,50.0,0.0,8.5,1.15,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-21,37.0,0.0,5.833333333333333,3.3333333333333335,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-22,48.5,0.0,7.3,2.9000000000000004,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-23,42.0,0.0,7.6,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-24,31.0,0.0,13.2,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-25,61.666666666666664,0.0,13.75,1.8333333333333333,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-26,68.28571428571429,0.0,8.428571428571429,1.8,0,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-27,68.0,0.0,8.9,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-29,32.0,0.0,18.65,2.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-04-30,51.666666666666664,0.0,21.3,3.466666666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-01,51.0,0.0,24.700000000000003,4.85,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-02,55.0,0.0,22.566666666666666,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-03,78.2,0.0,19.8,0.86,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-04,86.5,0.0,12.6,0.9500000000000001,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-05,84.5,0.0,14.5,1.2000000000000002,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-06,79.0,0.0,11.5,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-08,89.5,2.4,14.8,2.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-09,93.0,0.0,15.8,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-10,58.0,0.0,18.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원도,강릉시,2020-05-11,35.25,0.0,18.55,3.225,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-12,46.0,0.0,16.2,1.5999999999999999,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-13,23.25,0.0,19.825,4.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-14,37.333333333333336,0.0,21.333333333333332,1.3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-15,89.25,0.2,14.975,1.6750000000000003,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-16,89.8,0.0,15.780000000000001,1.1600000000000001,0,0,13,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-17,94.57142857142857,0.1,16.22857142857143,1.5428571428571427,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-19,87.0,0.0,9.4,3.8666666666666667,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-20,80.0,0.0,9.95,1.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-21,82.0,0.0,12.95,1.95,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-22,90.5,0.0,13.25,1.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-23,89.75,0.0,15.05,0.75,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-24,62.75,0.0,19.424999999999997,2.575,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-25,56.0,0.0,21.5,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-26,86.0,0.0,15.1,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-27,57.333333333333336,0.0,17.866666666666667,1.4333333333333333,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-28,74.0,0.0,15.2,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-29,64.0,0.0,16.15,1.7999999999999998,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-30,65.33333333333333,0.0,17.8,0.8999999999999999,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-05-31,68.0,0.0,21.233333333333334,2.1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-01,39.6,0.0,21.22,3.7,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-02,71.8,0.0,18.380000000000003,1.6199999999999999,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-03,51.5,0.0,25.300000000000004,4.925,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-04,55.4,0.0,26.02,2.7,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-05,86.75,0.0,17.7,1.4,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-06,78.14285714285714,0.0,18.557142857142857,1.2571428571428573,0,0,9,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-07,75.75,0.0,21.125,0.9,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-08,55.0,0.0,28.424999999999997,2.675,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-09,61.333333333333336,0.0,26.96666666666667,0.3666666666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-10,83.66666666666667,0.0,23.46666666666667,0.7000000000000001,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-11,69.0,0.0,23.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-12,84.0,0.0,22.2,1.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-13,64.5,0.0,25.45,1.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-14,53.8,0.0,25.9,4.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-15,39.333333333333336,0.0,24.433333333333334,4.3999999999999995,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-16,61.0,0.0,22.5,0.8500000000000001,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-17,57.0,0.0,25.2,2.9,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-18,86.75,0.0,19.825000000000003,3.275,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-19,90.875,0.0,18.5375,0.6,0,0,10,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-20,84.5,0.0,20.700000000000003,0.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-21,83.55555555555556,0.0,21.3,0.5666666666666667,0,0,13,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-22,68.0,0.0,23.133333333333336,0.7666666666666666,0,0,2,0,0,1,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-23,78.0,0.0,22.299999999999997,1.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-24,93.0,0.0,20.0,1.75,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-26,58.0,0.0,25.025,3.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-27,70.25,0.0,24.05,1.2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-28,90.6,0.0,18.8,1.02,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,강릉시,2020-06-30,96.5,2.1,16.95,3.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,동해시,2020-01-24,97.0,0.0,3.5,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
강원도,동해시,2020-04-06,32.0,0.0,13.9,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-01,40.75,0.0,0.875,2.8499999999999996,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-02,44.5,0.0,3.35,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-03,28.5,0.0,4.55,2.375,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-04,38.0,0.0,3.2,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-05,60.333333333333336,0.0,3.6333333333333333,1.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-07,96.0,2.0,7.2,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-08,52.333333333333336,0.0,4.266666666666667,2.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-09,52.5,0.0,2.3,2.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-10,32.0,0.0,4.15,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-11,43.0,0.0,3.0,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-12,41.833333333333336,0.0,0.9999999999999999,2.433333333333333,0,0,7,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-13,28.666666666666668,0.0,-0.6,2.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-14,36.5,0.0,-0.05,2.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-15,31.25,0.0,-0.7749999999999999,1.525,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-16,41.0,0.0,0.3,2.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-18,45.666666666666664,0.0,2.966666666666667,2.1333333333333333,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-19,45.333333333333336,0.0,2.5,1.9666666666666668,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-20,38.5,0.0,0.9249999999999999,1.45,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-21,35.666666666666664,0.0,4.266666666666667,1.8666666666666665,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-22,55.0,0.0,4.3,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-23,68.0,0.0,5.08,1.32,0,0,6,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-26,61.0,0.0,6.5,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-27,84.5,2.5,6.55,4.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-28,73.0,0.5,5.466666666666666,2.2333333333333334,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-29,68.33333333333333,0.0,5.033333333333333,3.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-30,89.8,0.5,1.5400000000000003,0.6799999999999999,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-01-31,79.0,0.0,2.0,1.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-01,51.0,0.0,3.1666666666666665,2.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-02,39.0,0.0,3.6666666666666665,1.6666666666666667,0,0,5,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-03,34.0,0.0,0.6333333333333333,2.1999999999999997,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-04,20.0,0.0,-2.6,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-05,28.0,0.0,-4.1,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-06,45.0,0.0,-0.5,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-07,44.666666666666664,0.0,0.8333333333333334,2.2333333333333334,0,0,4,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-08,94.5,3.5,-0.1,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
강원도,삼척시,2020-02-09,40.333333333333336,0.0,2.1666666666666665,2.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
